id,x,y,class,file,thumbnail
10000,-1.2420257639998875,8.888522686408049,-1,img/10000.jpg,img/thumbs/10000.jpg
10011,-6.966325422097743,-8.660105574224602,-1,img/10011.jpg,img/thumbs/10011.jpg
10087,-1.5375712350353516,4.93759784283101,-1,img/10087.jpg,img/thumbs/10087.jpg
10096,8.94347391548072,5.10709980831603,-1,img/10096.jpg,img/thumbs/10096.jpg
10126,-1.6863346700886057,-4.468108092972147,-1,img/10126.jpg,img/thumbs/10126.jpg
10156,6.293668012434008,11.263734925236504,-1,img/10156.jpg,img/thumbs/10156.jpg
10158,-5.691990805032777,-0.7633095027197667,-1,img/10158.jpg,img/thumbs/10158.jpg
10214,-3.291708151625368,5.690984219475512,-1,img/10214.jpg,img/thumbs/10214.jpg
10314,-3.5974362523642456,6.953936383317067,-1,img/10314.jpg,img/thumbs/10314.jpg
10339,-0.9597945846710112,7.909648302859096,-1,img/10339.jpg,img/thumbs/10339.jpg
10357,1.1449323408056893,2.0973057966575626,-1,img/10357.jpg,img/thumbs/10357.jpg
10379,-3.801127752756845,2.139968664319464,-1,img/10379.jpg,img/thumbs/10379.jpg
10408,4.143100898870152,0.00193575661437539,-1,img/10408.jpg,img/thumbs/10408.jpg
10450,3.955517983691969,6.429828435728755,-1,img/10450.jpg,img/thumbs/10450.jpg
10456,-2.7641430774257287,-0.2737958410109289,-1,img/10456.jpg,img/thumbs/10456.jpg
10457,2.3814162997122224,4.931922721144224,-1,img/10457.jpg,img/thumbs/10457.jpg
10459,8.485038989879232,3.1168330202299463,-1,img/10459.jpg,img/thumbs/10459.jpg
10479,1.9513065008396986,-9.298679517054614,-1,img/10479.jpg,img/thumbs/10479.jpg
10497,0.15323064790912785,-4.383934370532845,-1,img/10497.jpg,img/thumbs/10497.jpg
10498,-5.005488712464487,4.8988230600666505,-1,img/10498.jpg,img/thumbs/10498.jpg
10517,-2.344736150382518,-1.61994781587293,-1,img/10517.jpg,img/thumbs/10517.jpg
10518,3.9694970516556563,-0.6918563824858445,-1,img/10518.jpg,img/thumbs/10518.jpg
10520,0.7015715409013005,7.744257372584363,-1,img/10520.jpg,img/thumbs/10520.jpg
10521,1.2323524006958804,4.147930884537035,-1,img/10521.jpg,img/thumbs/10521.jpg
10535,5.392532872871555,3.4352392723346687,-1,img/10535.jpg,img/thumbs/10535.jpg
10537,-2.4038140383049034,0.48064764199764237,-1,img/10537.jpg,img/thumbs/10537.jpg
10584,1.4031305550065118,-4.248643873423982,-1,img/10584.jpg,img/thumbs/10584.jpg
10624,-1.1363255152011762,-3.8635756610483303,-1,img/10624.jpg,img/thumbs/10624.jpg
10625,1.493269879086706,-8.281078729145193,-1,img/10625.jpg,img/thumbs/10625.jpg
10626,7.704974508351293,2.431054062113941,-1,img/10626.jpg,img/thumbs/10626.jpg
10627,8.777553224047864,2.250698699960653,-1,img/10627.jpg,img/thumbs/10627.jpg
10668,-3.2142795641604227,5.430845529965001,-1,img/10668.jpg,img/thumbs/10668.jpg
10670,-4.464885095311054,0.20805678290897145,-1,img/10670.jpg,img/thumbs/10670.jpg
10687,6.885222897877635,1.6235951863458162,-1,img/10687.jpg,img/thumbs/10687.jpg
10709,5.451975784114103,2.2770729007184407,-1,img/10709.jpg,img/thumbs/10709.jpg
10816,-1.6819764391714669,7.174393704646991,-1,img/10816.jpg,img/thumbs/10816.jpg
10845,1.8039265717988802,2.5951887539201524,-1,img/10845.jpg,img/thumbs/10845.jpg
10846,-4.944615398149919,-4.189308849377882,-1,img/10846.jpg,img/thumbs/10846.jpg
10885,7.160264493728977,5.203906377143316,-1,img/10885.jpg,img/thumbs/10885.jpg
10886,7.923275167314729,7.07124050591567,-1,img/10886.jpg,img/thumbs/10886.jpg
10913,5.835949879569203,3.1713216505875987,-1,img/10913.jpg,img/thumbs/10913.jpg
10978,-2.6811160586470795,8.965517138378045,-1,img/10978.jpg,img/thumbs/10978.jpg
11077,5.261091126332724,3.688059127941367,-1,img/11077.jpg,img/thumbs/11077.jpg
11079,5.2433483733678194,3.6889599813427703,-1,img/11079.jpg,img/thumbs/11079.jpg
